YEAR,MO,DY,T2M,T2MDEW,T2MWET,QV2M,PRECTOTCORR,PS,WS10M,WD10M,WS50M,WD50M,RH2M,TS
1988,3,31,-0.7,-13.62,-7.16,2.14,0.26,58.64,6.05,229.56,7.7,231.06,41.38,0.59
1988,4,1,-1.6,-13.88,-7.74,2.14,1.45,58.68,7.7,242.5,9.69,243.81,41.69,-0.24
1988,4,2,-3.29,-19.96,-11.63,1.16,0.23,59.13,6.56,273.62,8.64,274.44,26.5,-1.27
1988,4,3,-1.12,-15.57,-8.35,1.77,0,59.09,5.42,244.19,7.23,245.69,36.25,-0.24
1988,4,4,-0.51,-13.09,-6.8,2.2,0,58.94,6.38,245.44,8.17,246.81,41.75,0.43
1988,4,5,0.33,-13.32,-6.49,2.2,0,58.99,7.14,257.56,9.07,258.31,37.44,0.97
1988,4,6,0.53,-14.94,-7.2,1.89,0,59.26,5.16,267.81,6.3,269.12,31.19,1.08
1988,4,7,0.89,-15.63,-7.37,1.71,0,59.49,4.35,259.38,5.41,258.06,29.25,1.65
1988,4,8,2.58,-14.13,-5.77,2.01,0,59.44,4.87,243.25,6.2,245.31,30.38,3.29
1988,4,9,3.76,-10.63,-3.43,2.75,0,59.39,4.93,257,6.34,258,37.12,4.72
1988,4,10,3.17,-12.32,-4.57,2.5,0.1,59.42,3.3,230.25,4.35,231.12,37.06,5.76
1988,4,11,0.3,-12.52,-6.1,2.32,0.05,59.66,3.41,147.69,4.44,148.19,40.25,4.15
1988,4,12,0.78,-10.95,-5.09,2.69,0.22,59.56,2.39,139.06,3.08,137.31,44.12,3.96
1988,4,13,-1.16,-8.17,-4.67,3.36,1.4,59.44,2.91,123.06,3.56,123.19,60.94,0.74
1988,4,14,-1.2,-9.55,-5.37,2.99,1.59,59.26,3.46,139.06,3.95,139.25,55.69,2.12
1988,4,15,-2.82,-17.71,-10.27,1.46,0.07,59.3,3.62,208.56,4.3,209,32.25,0.09
1988,4,16,-1.39,-14.54,-7.96,1.89,0.04,59.32,4.75,204.19,6.02,203.38,36.88,1.08
1988,4,17,-2.32,-18.1,-10.2,1.4,0.04,59.81,3.18,45.62,3.75,45.06,29.88,1.7
1988,4,18,-0.01,-10.78,-5.39,2.75,1.17,59.15,4.7,232.31,6.03,232.88,46.19,2.12
1988,4,19,0.66,-13.45,-6.39,2.2,0,59.15,3.46,268.94,4.52,270.88,41.75,3.71
1988,4,20,1.86,-7.13,-2.64,3.85,6.05,58.93,3.85,220.25,4.88,221,54.25,3.54
1988,4,21,-1.82,-8.74,-5.27,3.23,3.8,59.07,3.58,136.94,4.18,135.31,60.31,1.08
1988,4,22,-3.28,-14.86,-9.07,1.83,0.07,59.38,3.55,233,4.36,231.62,40.5,-1.08
1988,4,23,-0.49,-16.49,-8.49,1.59,0,59.47,2.69,272.62,3.36,273.56,31,1.25
1988,4,24,2.59,-12.72,-5.06,2.38,1.19,59.2,4.32,232.75,5.56,234,36.38,4.84
1988,4,25,1.75,-10.31,-4.27,2.81,0.25,59.4,2.74,134.62,3.46,135.62,45.19,6.12
1988,4,26,-2.37,-10.27,-6.32,2.81,1.97,59.56,4.05,46.06,4.7,47.06,54.19,0.37
1988,4,27,-0.92,-14.06,-7.49,2.01,0.1,59.54,2.94,154.12,3.56,153.94,39.56,1.96
1988,4,28,-2.81,-15.87,-9.34,1.65,0.25,59.6,3.97,254.19,4.83,253.19,37.25,-0.81
1988,4,29,1.33,-14.35,-6.51,1.95,0,59.6,3.39,306.94,4.23,308.75,31.31,2.95
1988,4,30,5,-15.65,-5.33,1.77,0,59.46,2.84,290.88,3.39,291.44,22,5.19
1988,5,1,6.43,-12.35,-2.96,2.38,0,59.52,2.69,167.31,3.34,168.25,28.12,7.83
1988,5,2,6.81,-9.49,-1.34,3.05,0,59.52,3.85,212,4.94,213.38,34.25,8.65
1988,5,3,8.25,-7.66,0.3,3.54,0,59.44,2.42,224.62,3.14,225.88,34.56,10.76
1988,5,4,7.59,-5.86,0.87,4.15,0.2,59.2,4.77,204.19,6.39,204.94,42.75,10.26
1988,5,5,4.44,-4.2,0.12,4.7,1.52,58.94,5.88,215.62,7.8,216.75,57.81,6.34
1988,5,6,3.9,-5.9,-1,4.09,0.37,59,5.29,207.25,7.09,208.5,53.62,6.12
1988,5,7,4.33,-5.98,-0.82,4.09,0.51,59.19,4.77,222.19,6.18,223.75,51.69,6.51
1988,5,8,5.15,-6.2,-0.53,4.03,2.76,59.25,4.77,197.88,5.84,198.69,51.25,7.68
1988,5,9,0.65,-5.99,-2.67,4.09,3.61,59.09,1.7,160.94,2.05,161.25,64.81,3.15
1988,5,10,2.37,-8.1,-2.86,3.54,0.19,59.01,3.67,249.5,4.62,249.31,52.25,3.75
1988,5,11,2.83,-5.05,-1.11,4.39,1.85,59.05,4.95,193.38,6.48,193.38,60.19,4.09
1988,5,12,0.62,-11.38,-5.38,2.81,0.65,59.27,4.37,232.75,5.82,232.62,48.62,2.01
1988,5,13,-0.06,-17.92,-8.99,1.4,0,59.59,3.55,288.12,4.41,288.44,28,1.87
1988,5,14,3.56,-15.22,-5.83,1.77,0,59.53,4.52,238.19,5.59,238.81,26.25,4.44
1988,5,15,5.37,-10.06,-2.35,2.93,0.03,59.59,3.39,194.62,4.27,196,35.44,7.45
1988,5,16,4.55,-6.12,-0.78,4.03,5.91,59.53,2.37,124.25,3.03,125.44,52.81,7.48
1988,5,17,2.96,-3.05,-0.04,5.13,5.61,59.34,2.55,194,3.12,194.81,67.88,4.48
1988,5,18,5.48,-3.23,1.12,5.13,0.51,59.29,3,202.38,3.61,202.94,61.81,8.22
1988,5,19,6.1,-3.24,1.43,5.07,0.53,59.21,5.53,216.75,7.14,218.5,57.25,7.84
1988,5,20,5.33,-3.63,0.84,4.94,1.61,59.4,4.33,214.06,5.48,215.5,58,7.31
1988,5,21,2.49,-6.43,-1.97,3.91,1.11,59.6,1.81,146.06,2.41,143.62,55.44,5.84
1988,5,22,3.43,-2.21,0.61,5.49,1.49,59.21,2.59,242.25,3.21,241.69,70.06,6.04
1988,5,23,3.08,-2.81,0.14,5.25,3.66,59.05,1.9,167.31,2.62,169.12,68.94,5.58
1988,5,24,5.27,-3.83,0.72,4.88,1.17,59.18,3.5,238.38,4.28,237.69,59.56,7.9
1988,5,25,4.57,-3.17,0.7,5.07,5.37,59.41,1.48,158.56,1.79,160,62.31,7.7
1988,5,26,4.9,-2.12,1.39,5.49,3.86,59.31,3.05,181.25,3.74,183.38,66.19,7.52
1988,5,27,5.22,-4.13,0.55,4.76,0.22,59.37,2.92,205.25,3.72,204.19,58.25,7.35
1988,5,28,5.01,-4.76,0.13,4.46,0.01,59.45,3.63,184.44,4.7,186.31,54.56,6.98
1988,5,29,5.06,-5.41,-0.17,4.27,0.79,59.32,3.98,199.25,4.93,200,52.56,7.14
1988,5,30,2.75,-10.65,-3.95,2.69,0.71,59.64,2.84,186.25,3.48,184.81,39.69,4.32
1988,5,31,4.73,-11.93,-3.6,2.38,0,59.74,3.41,192.62,4.11,191.31,31.56,5.7
1988,6,1,6.22,-12.58,-3.18,2.32,0,59.7,3.1,174.38,3.76,173.38,27.5,7.37
1988,6,2,7.97,-9.63,-0.83,3.05,0,59.49,4.34,199.25,5.95,200.69,31.12,9.35
1988,6,3,7.8,-4.31,1.75,4.7,2.9,59.28,4.91,216.12,6.44,217.19,51.06,10.07
1988,6,4,5.15,-2.23,1.46,5.49,1.83,59.4,2.72,180.19,3.39,194.25,62.44,6.89
1988,6,5,6.92,-3.7,1.61,4.94,0.09,59.48,3.55,146.94,4.45,147.38,53.06,9.12
1988,6,6,6.23,0.37,3.3,6.59,1.82,59.34,3.91,197.75,4.71,197.69,70.12,8.29
1988,6,7,8.54,0.59,4.57,6.71,0.23,59.37,4.86,202.44,6.53,203.5,63.31,10.51
1988,6,8,8.82,1.59,5.2,7.2,1.71,59.44,4.66,214.88,5.78,216.5,67.06,11.19
1988,6,9,10.76,0.95,5.86,7.02,5.88,59.36,3.57,212.62,4.69,214.31,59.56,13.08
1988,6,10,10.15,1.73,5.94,7.32,3.07,59.34,3.41,204.44,4.52,207.12,63.12,12.62
1988,6,11,9.46,3.01,6.23,8,4.48,59.41,3.29,198.94,4.05,200.25,69.25,11.8
1988,6,12,8.89,2.65,5.77,7.75,9.42,59.58,2.2,183.62,2.82,184.69,69.88,11.51
1988,6,13,5.76,-0.45,2.65,6.23,14.72,59.57,3.61,114.75,4.02,113.88,68.62,8.88
1988,6,14,3.48,-0.44,1.51,6.23,12.25,59.5,2.98,100.56,3.41,100.44,77.94,5.07
1988,6,15,5.33,-0.06,2.64,6.41,6.27,59.37,1.9,147.69,2.42,147.75,71.88,6.3
1988,6,16,6.3,1.06,3.68,6.96,5.44,59.32,2.05,149.56,2.39,149.56,72.75,8.26
1988,6,17,5.4,0.04,2.72,6.41,10.69,59.44,3.53,159.31,4.72,158.56,72.12,6.68
1988,6,18,5.08,-0.01,2.54,6.41,4.3,59.71,2.71,56.5,3.44,57.06,73.19,6.81
1988,6,19,7.41,1.52,4.47,7.2,3.38,59.39,4.07,190.56,5.41,192.12,70,8.52
1988,6,20,6.07,-0.01,3.03,6.41,1.77,59.47,2.88,241.69,3.81,242.19,68.19,7.32
1988,6,21,5.23,-3.31,0.95,5,1.01,59.75,1.76,185.38,2.2,185.69,56.56,6.36
1988,6,22,6.48,-4.77,0.86,4.46,0.37,59.73,1.46,254,1.82,253.56,47.81,7.13
1988,6,23,7.36,-3.62,1.87,4.94,0.01,59.41,2.01,245.44,2.64,247.62,49.19,9.22
1988,6,24,7.7,1.04,4.37,6.96,5.14,59.21,3.49,237.38,4.16,237.75,68.38,9.84
1988,6,25,7.34,0.19,3.76,6.53,4.17,59.45,2.41,178.88,2.97,177,64,8.81
1988,6,26,7.65,-4.81,1.42,4.52,0.01,59.72,2.8,249.12,3.38,248.75,46.94,7.7
1988,6,27,9.34,-6.6,1.37,3.85,0,59.71,2.23,255.5,2.82,254.5,34,9.17
1988,6,28,11.48,-1.47,5.01,5.92,0.07,59.59,2.89,210.69,3.71,213.12,44.12,12.04
1988,6,29,11.96,3.39,7.67,8.24,0.19,59.5,3.73,174.5,4.8,176.38,61.81,13.18
1988,6,30,11.77,3.73,7.75,8.42,4.13,59.45,2.26,165.56,2.81,167.69,61.69,12.83
1988,7,1,8.45,1.92,5.19,7.39,6.81,59.6,2.68,64.06,3.43,61.94,67.25,10.3
1988,7,2,6.37,2.24,4.3,7.57,8.56,59.5,1.97,74.62,2.57,78.25,77.25,8.18
1988,7,3,5.18,0.86,3.02,6.84,7.07,59.38,2.37,109.81,2.71,108,77.06,7.13
1988,7,4,6.4,0.74,3.57,6.84,2.05,59.27,3.51,189.31,4.4,190,71.56,7.21
1988,7,5,8.8,2.16,5.48,7.57,2.21,59.21,3.61,208.5,4.93,209.38,68.12,9.67
1988,7,6,8.8,3.52,6.15,8.3,4.95,59.14,3.53,226.75,5.04,228,72.81,9.68
1988,7,7,9.19,4.48,6.84,8.91,9.22,59.16,4.09,207.69,5.66,209.19,75.5,10.39
1988,7,8,7.41,2.97,5.19,8,7.38,59.41,2.35,181.25,3.13,182.12,75.62,8.8
1988,7,9,8.71,2.63,5.67,7.75,2.88,59.64,2.79,223.25,3.62,223.12,69.56,9.93
1988,7,10,8.79,0.89,4.83,6.84,0.64,59.97,2.45,33.75,3.22,33.44,62.19,9.89
1988,7,11,7.23,-1.6,2.81,5.68,0.63,60.05,1.9,108.56,2.29,106.88,59.81,9.27
1988,7,12,8.99,-1.78,3.6,5.62,0.01,59.9,1.45,134.75,1.76,134.19,53.25,10.23
1988,7,13,9.69,-0.23,4.73,6.41,0.73,59.72,1.8,204.25,2.3,204.56,52.62,10.18
1988,7,14,8.38,3.53,5.95,8.24,2.02,59.59,2.6,199.12,3.1,200.88,74.19,9.99
1988,7,15,10.8,3.58,7.19,8.3,0.89,59.57,1.72,201.94,2.19,203.44,65.25,12.51
1988,7,16,10.92,4.3,7.61,8.73,0.41,59.52,2.86,192.06,3.72,192,67.19,12.11
1988,7,17,9.61,5.05,7.33,9.22,3.65,59.5,3.25,228.81,4.15,229.19,74.62,9.78
1988,7,18,10.36,5.85,8.1,9.77,4.59,59.59,2.09,151.56,2.58,151.25,76.5,11.4
1988,7,19,9.85,3.21,6.53,8.06,1.94,59.73,3.87,110.69,5.05,110.69,67.88,10.99
1988,7,20,10.41,2.64,6.52,7.75,0.27,59.85,2.32,49.62,3.04,49.38,63.31,11.74
1988,7,21,11.46,3.12,7.3,8.06,0.18,59.67,1.96,146.25,2.58,147.75,59.94,12.65
1988,7,22,8.7,4.39,6.55,8.85,8.04,59.47,3.77,243.69,4.8,244.75,76,9.37
1988,7,23,10.44,2.59,6.51,7.75,0.81,59.48,1.66,152.19,2.26,152.12,63.69,11.87
1988,7,24,11.1,4.82,7.96,9.09,2.19,59.49,2.64,180.62,3.46,180.88,68.75,12.18
1988,7,25,12.24,6.04,9.14,9.89,2.87,59.5,2.92,173,3.87,173.88,69.12,13.1
1988,7,26,12.46,6.04,9.25,9.83,10.07,59.62,2.93,173.12,3.9,174,68.12,13.25
1988,7,27,11.87,6.48,9.18,10.13,3.08,59.73,2.91,158.81,4.2,159,72.38,12.66
1988,7,28,8.55,-3.42,2.57,5.07,0.05,59.93,2.24,79.06,3.16,64.19,48.56,8.6
1988,7,29,7.57,-2.34,2.62,5.37,0.6,59.72,2.88,140,3.75,154.25,53.25,8.39
1988,7,30,6.96,-5.74,0.61,4.15,0,59.64,2.48,99,3.17,98.31,46.38,7.87
1988,7,31,8.76,-4.57,2.09,4.64,0,59.53,1.2,173.62,1.59,176.81,41.06,9.77
1988,8,1,6.4,-0.31,3.05,6.29,1.8,59.34,4.51,187.44,6.2,188.19,63.62,7
1988,8,2,8.33,0.07,4.19,6.47,1.04,59.44,3.1,224.31,4.3,226.38,61.19,9.46
1988,8,3,10.04,2.83,6.44,7.93,1.43,59.6,2.35,199.69,3.07,200.31,65.38,11.33
1988,8,4,9.51,5.27,7.4,9.34,6.5,59.7,1.98,160.06,2.64,160.69,77.5,10.77
1988,8,5,10.34,4.81,7.58,9.03,2.98,59.75,2.28,115.5,3.05,116.62,72.38,11.54
1988,8,6,10.58,4.74,7.66,8.97,4.78,59.74,2.7,150.81,3.56,152.19,69.88,11.33
1988,8,7,8.94,3.34,6.14,8.18,4.65,59.72,3.22,157.69,4.16,157.12,71.12,9.76
1988,8,8,9.4,-1.23,4.08,5.86,0.09,59.73,1.77,48.56,2.22,47.5,54.19,9.82
1988,8,9,10.62,-1.23,4.69,5.92,0,59.53,1.98,155.12,2.59,156,47.25,11.31
1988,8,10,10.78,1.95,6.37,7.45,2.08,59.43,3.69,188.81,4.91,189.56,57.75,11.41
1988,8,11,8.87,4,6.44,8.54,2.86,59.6,1.66,189,2.14,188.25,74.12,10.08
1988,8,12,8.58,3.87,6.23,8.48,3.91,59.54,3.11,209.5,3.77,194.81,76.25,10.09
1988,8,13,7.34,1.94,4.64,7.39,3.84,59.62,2.21,95,3.12,66.69,72.38,8.95
1988,8,14,9.55,1.88,5.71,7.32,0.02,59.68,2.13,54.94,2.66,55.44,63.12,10.53
1988,8,15,10.93,2.17,6.55,7.51,0,59.68,1.23,132.56,1.67,134.75,59.69,12.2
1988,8,16,10.66,3.83,7.25,8.48,12.59,59.45,4.61,191.69,6.42,192.5,65.81,11.18
1988,8,17,8.44,4.02,6.23,8.54,14.42,59.58,1.64,227,2.27,226.19,76.38,10.02
1988,8,18,9.26,5.25,7.26,9.4,4.14,59.56,2.71,183.81,3.47,184.5,78.81,10.2
1988,8,19,9.53,1.87,5.7,7.39,0.07,59.66,2.33,155.88,3.01,155.88,63.38,10.29
1988,8,20,8.79,2.61,5.7,7.87,7.48,59.47,4.01,205.94,5.27,206.5,67.69,8.83
1988,8,21,5.49,-2.93,1.28,5.13,1.83,59.67,2.88,270.69,3.85,270.69,59.88,6.35
1988,8,22,5.59,-4.92,0.34,4.39,0.13,59.72,2.61,159.94,3.48,158.62,51.69,6.45
1988,8,23,7.32,-1.39,2.96,5.92,0.3,59.46,2.25,183.31,2.91,186.44,56.38,7.82
1988,8,24,5.23,0.39,2.81,6.65,3.18,59.43,2.33,96.38,2.73,97.88,72.81,5.87
1988,8,25,6.52,-0.53,3,6.16,0.4,59.58,2.38,202.25,3.06,204.5,65.44,7.21
1988,8,26,6.73,2.15,4.44,7.57,4.42,59.51,2.46,156.06,3.24,157.31,75.19,7.59
1988,8,27,7.5,2.46,4.98,7.69,3.47,59.41,1.89,189.5,2.57,189.62,74.06,8.95
1988,8,28,8.4,2.97,5.68,8,1.71,59.41,2.39,192.81,3.05,194.94,71.94,8.69
1988,8,29,8.9,3.58,6.24,8.36,3.47,59.37,2.28,203.75,2.95,206.06,72.56,9.53
1988,8,30,9.3,4.26,6.78,8.73,0.91,59.44,2.2,212.06,3.15,213.94,74.38,10.26
1988,8,31,8.62,3.65,6.13,8.36,3.76,59.52,3.45,189.56,4.86,190.06,74.25,9.67
1988,9,1,7.37,2.02,4.69,7.45,7.84,59.63,1.82,128.31,2.55,128.31,72.5,8.8
1988,9,2,5.95,0.94,3.45,6.9,7.01,59.59,2.12,112.56,2.65,112.56,72.88,6.69
1988,9,3,4.97,1.13,3.05,6.96,5.6,59.61,2.08,122.62,2.66,122,78.12,5.55
1988,9,4,4.82,-2.03,1.39,5.49,1.62,59.84,1.6,173.19,2.16,173.44,65.19,5.43
1988,9,5,5.22,-0.68,2.26,6.1,0.41,59.79,1.95,199.81,2.47,201.31,69.06,5.8
1988,9,6,6.1,0.58,3.34,6.71,4.14,59.62,1.2,106.44,1.6,105.75,72,7.86
1988,9,7,2.97,-0.15,1.4,6.35,7.73,59.45,2.48,178,3.1,148.62,82.06,3.99
1988,9,8,3.34,-1.09,1.12,5.92,3.92,59.67,1.77,87.19,2.59,89.69,76.12,4.98
1988,9,9,3.01,0.19,1.6,6.47,5.74,59.69,2.23,173.12,2.94,173.75,83.5,4.11
1988,9,10,3.94,0.23,2.08,6.53,6.25,59.71,1.52,166.06,1.95,168.12,79.94,5.05
1988,9,11,4.98,1.54,3.26,7.2,4.21,59.55,2.88,197.12,3.91,198.38,80.62,5.26
1988,9,12,2.65,-1.25,0.7,5.86,2.88,59.64,2.71,163.88,3.95,163.5,78.69,2.95
1988,9,13,0.98,-7.37,-3.2,3.6,0.32,60.09,2.54,295.56,3.18,280.06,57.94,0.91
1988,9,14,2.75,-11.01,-4.13,2.62,0,60.17,1.93,261.31,2.41,261.44,37.38,1.42
1988,9,15,3.36,-9.04,-2.84,3.11,0,59.97,2.53,214.62,3.15,215.88,41.19,2.64
1988,9,16,3.4,-4.36,-0.48,4.7,0,59.58,3.53,187.31,4.54,188.25,60.5,3.64
1988,9,17,3.87,-0.18,1.85,6.35,4.86,59.59,2.39,171.88,3.34,172.38,76.62,5.01
1988,9,18,2.61,0.45,1.53,6.59,4.05,59.78,2.48,123.94,3.26,125.31,87.06,3.02
1988,9,19,3.24,0.25,1.75,6.53,2.57,59.85,2.02,219,2.66,220.94,82.5,3.49
1988,9,20,3.01,-2.1,0.45,5.49,1.89,59.83,1.8,149.12,2.55,134.75,74.12,4.58
1988,9,21,2.64,-1.2,0.72,5.86,3.48,59.65,2.03,103.94,2.84,106.88,79,4.01
1988,9,22,3.55,-2.45,0.55,5.31,0.33,59.69,1.95,283.19,2.68,282.69,69.12,4.37
1988,9,23,4.4,-0.2,2.1,6.35,1.52,59.78,2.34,192,2.88,193.12,74.12,4.11
1988,9,24,6.04,2.3,4.16,7.57,3.47,59.76,2.73,239.12,3.63,240.44,79.94,6.45
1988,9,25,5.1,2.11,3.61,7.51,5.89,59.66,2.5,166.69,3.35,166.06,83.31,5.91
1988,9,26,6.2,1.76,3.98,7.39,5.06,59.36,2.47,204.88,3.26,207.06,76.06,6.34
1988,9,27,5.26,1.11,3.19,7.08,5.91,59.08,2.71,161.19,3.65,158.81,78,6.23
1988,9,28,4.79,0.23,2.51,6.59,3.47,59.16,2.55,214.12,3.28,213.31,76.5,5.41
1988,9,29,4.48,0.98,2.73,6.96,1.27,59.3,4.09,175.69,5.68,176.94,80.88,5.01
1988,9,30,5.19,0.74,2.96,6.77,0.15,59.39,4.09,214.56,5.69,216.69,76.62,5.45
1988,10,1,4.82,-0.83,1.99,6.04,0.34,59.47,3.52,189.44,4.7,205.38,71.12,4.74
1988,10,2,4.58,-1.21,1.68,5.92,0.4,59.43,4,208.12,5.49,209.31,71.56,4.48
1988,10,3,3.61,-3.42,0.09,5,0.04,59.34,4.63,244.69,6.44,245.94,65.19,2.97
1988,10,4,3.25,-5.4,-1.07,4.33,0.04,59.3,4.51,226.12,6.34,227.12,56.81,2.62
1988,10,5,3.08,-2.64,0.23,5.37,3.87,59.1,3.2,248.88,4.43,250.31,67.94,2.94
1988,10,6,2.21,-4.22,-1.01,4.7,2.42,58.94,4.41,198,6.16,197.75,68.06,2.81
1988,10,7,0.75,-4.04,-1.65,4.82,0.62,59.25,3.06,159.44,4.04,161.19,73.62,1.58
1988,10,8,2.79,-2.62,0.08,5.31,0.04,59.25,5.12,197.69,7.36,198.88,71.12,3.11
1988,10,9,1.93,-5.95,-2.01,4.09,0,59.48,4.83,202,6.97,203.06,63,2.23
1988,10,10,2.65,-4.01,-0.68,4.76,0,59.56,4.66,204.56,6.69,205.75,67.12,2.92
1988,10,11,3.51,-3.1,0.21,5.13,0,59.55,4.48,209,6.12,210.06,67,3.6
1988,10,12,3.58,-1.65,0.97,5.68,0,59.57,3.78,206.69,4.94,207.62,73.56,3.82
1988,10,13,3.38,-1.31,1.03,5.86,0,59.53,3.84,211.31,5.09,212.25,74.62,3.77
1988,10,14,2.87,-2.9,-0.02,5.25,0.16,59.36,4.28,213,5.7,214.56,70.62,3.02
1988,10,15,2.74,-2.92,-0.1,5.19,0.48,59.39,3.81,217.5,5.06,218.12,70.69,2.98
1988,10,16,1.43,-6.49,-2.52,3.91,0.16,59.72,2.95,197.12,3.87,197.62,61.69,1.76
1988,10,17,0.19,-8.78,-4.29,3.23,0,59.81,1.96,129.81,2.62,137,55.81,1.25
1988,10,18,1.9,-5.24,-1.67,4.33,0.03,59.44,4.77,206.69,6.65,207.81,66.62,2.23
1988,10,19,1.4,-3.85,-1.23,4.82,0.84,59.44,4.49,212.31,6.35,213.94,74.31,1.45
1988,10,20,-0.19,-3.98,-2.09,4.76,2.55,59.55,2.67,197.56,3.61,200.12,79.38,0.12
1988,10,21,0.67,-4.62,-1.98,4.52,0.39,59.38,4.12,214.06,5.72,215.19,71.44,0.85
1988,10,22,-0.9,-12.35,-6.63,2.44,0,59.62,4.23,273.44,5.66,274.88,45.75,-1.45
1988,10,23,-1.47,-14.09,-7.77,1.95,0,59.9,2.22,206.19,2.75,207.06,38.5,-1.67
1988,10,24,-0.66,-10.95,-5.8,2.69,0,59.67,3.22,197.69,4.41,199.31,48.44,-0.35
1988,10,25,0.22,-9.37,-4.57,3.05,0,59.56,2.57,207.5,3.55,208.81,52.19,0.3
1988,10,26,0.41,-6.19,-2.89,3.97,0,59.46,2.93,217,4.01,218.25,62.94,0.3
1988,10,27,0.48,-6.11,-2.81,3.97,0.21,59.52,2.28,182.62,2.88,183.12,63.19,0.24
1988,10,28,-1.07,-5.46,-3.27,4.21,0.46,59.63,2.1,170.44,2.72,168.56,74.62,0.08
1988,10,29,-2.56,-8.45,-5.5,3.3,0.12,59.74,2.57,54.88,3.01,54.88,65.31,-1.07
1988,10,30,-1.74,-5.99,-3.87,4.03,0.04,59.49,2.22,199.94,2.8,200.31,74.94,-0.84
1988,10,31,-1.02,-8.08,-4.55,3.42,0.01,59.4,3.44,218.19,4.66,219.88,64.25,-0.64
1988,11,1,-0.52,-7.31,-3.92,3.6,0.18,59.47,3.16,183.69,4.29,183.56,63.5,-0.45
1988,11,2,-2.56,-6.9,-4.74,3.72,0.12,59.71,2.41,107.25,2.82,106.62,74,-1.2
1988,11,3,-2.95,-7.57,-5.27,3.54,0.05,59.64,2.7,113.38,3.37,114.06,72.88,-1.75
1988,11,4,-2.12,-7.24,-4.68,3.66,0.84,59.52,2.29,148.38,2.9,150.75,71,-2.04
1988,11,5,-2.7,-7.85,-5.27,3.48,2.1,59.54,2.74,191.38,3.45,193.19,69.5,-2.6
1988,11,6,-4.92,-11.22,-8.06,2.56,0.97,59.8,2.82,121.38,3.31,136.44,62.75,-4.22
1988,11,7,-5.66,-15.38,-10.52,1.77,0,59.73,1.85,286.44,2.35,287.12,48.38,-5.82
1988,11,8,-5.52,-14.84,-10.18,1.89,0.01,59.52,3.4,208.81,4.43,210.19,49.06,-5.88
1988,11,9,-5.7,-12.52,-9.11,2.32,0.15,59.56,2.92,221.69,3.8,221.12,59.75,-5.54
1988,11,10,-6.86,-12.6,-9.73,2.32,0.04,59.71,2.15,194.19,2.68,193.5,64.81,-7
1988,11,11,-9.44,-18.59,-14.02,1.34,0,59.85,4.43,287.12,5.73,287.75,53.44,-10
1988,11,12,-9.58,-20.9,-15.24,1.04,0,59.85,2.47,263.06,3.11,264.69,38.94,-10.85
1988,11,13,-7.6,-17.88,-12.74,1.34,0,59.69,2.77,263.5,3.54,264.94,43.31,-8.79
1988,11,14,-7.2,-16.42,-11.81,1.59,0,59.55,3.84,268.12,5.02,269.56,47.5,-8.38
1988,11,15,-8.53,-15.51,-12.02,1.71,0.13,59.57,4.22,282.88,5.62,284.44,57.56,-9.4
1988,11,16,-7.2,-16.52,-11.86,1.59,0,59.47,4.15,265.62,5.55,267.75,49.44,-8.55
1988,11,17,-4.19,-13.08,-8.63,2.26,0,59.39,2.95,230.69,4.09,233.06,51.81,-5.08
1988,11,18,-7.81,-14.65,-11.24,1.89,0,59.85,3.11,158.62,3.8,158.44,58.56,-6.43
1988,11,19,-6.18,-13.1,-9.64,2.2,0,59.66,1.7,141.5,2.09,142.19,59.25,-5.61
1988,11,20,-4.33,-10.56,-7.45,2.75,0,59.52,2.11,226.19,2.71,227.62,64.31,-4.32
1988,11,21,-4.75,-10.8,-7.77,2.69,0,59.44,2.77,224.19,3.64,225.44,67.25,-4.43
1988,11,22,-5.48,-16.36,-10.92,1.65,0,59.51,2.88,242.44,3.63,243.88,46.75,-6.71
1988,11,23,-5.27,-15.45,-10.36,1.77,0,59.45,3.41,216.94,4.47,217.88,43.88,-6.87
1988,11,24,-5.37,-13.88,-9.63,2.01,0,59.29,3.91,233.31,5.07,234.44,52.25,-6.24
1988,11,25,-5.09,-14.17,-9.63,2.01,0,59.1,4.01,233.62,5.3,234.75,50.81,-5.44
1988,11,26,-5.56,-12.88,-9.21,2.32,0,59.1,3.02,205.19,4.04,206.69,57.25,-5.57
1988,11,27,-4.92,-14.16,-9.54,2.08,0,59.19,4.16,238,5.51,239.56,53.94,-5.31
1988,11,28,-4.25,-12.49,-8.37,2.38,0,59.18,3.99,200.94,5.47,202.81,53.88,-4.35
1988,11,29,-6.27,-15.62,-10.95,1.83,0,59.45,4.45,260.25,5.87,261.12,54.94,-6.43
1988,11,30,-7.88,-19.01,-13.45,1.22,0,59.71,3.78,269.19,4.95,270.88,42.44,-8.7
1988,12,1,-7.35,-17.42,-12.38,1.46,0,59.84,3.68,255.06,4.7,256.75,45.75,-8.74
1988,12,2,-7.55,-17.53,-12.54,1.4,0,59.72,5.05,261.62,6.75,263.31,48.44,-8.6
1988,12,3,-8.42,-17.75,-13.09,1.4,0,59.86,4.27,296.44,5.97,298.06,47.5,-9.23
1988,12,4,-6.29,-16.33,-11.31,1.59,0,59.64,2.34,272.62,3.01,274.25,46.31,-7.88
1988,12,5,-6.91,-17.51,-12.2,1.4,0,59.25,4.06,263.62,5.32,265.19,44.5,-8.43
